Date,Open,High,Low,Close,Adj Close,Volume
2010-03-26,18.536667,18.653334,18.490000,18.503332,13.498586,29841900
2010-03-29,18.500000,18.583332,18.476667,18.580000,13.554527,29329500
2010-03-30,18.593332,18.683332,18.553333,18.636667,13.595863,20823900
2010-03-31,18.603333,18.633333,18.500000,18.533333,13.520478,29900700
2010-04-01,18.583332,18.616667,18.389999,18.496668,13.493730,35364300
2010-04-05,18.566668,18.576668,18.406668,18.496668,13.493730,32246400
2010-04-06,18.480000,18.543333,18.430000,18.510000,13.503459,28701600
2010-04-07,18.500000,18.633333,18.379999,18.426666,13.442663,38805600
2010-04-08,18.430000,18.566668,18.386667,18.459999,13.466975,33419100
2010-04-09,18.459999,18.459999,18.209999,18.356667,13.391597,37605300
2010-04-12,18.340000,18.366667,18.193333,18.340000,13.379439,35862900
2010-04-13,18.303333,18.403334,18.219999,18.240000,13.306483,38553300
2010-04-14,18.209999,18.303333,18.113333,18.213333,13.287033,44060700
2010-04-15,18.049999,18.120001,17.973333,18.043333,13.163014,52977900
2010-04-16,18.036667,18.196667,17.946667,18.036667,13.158145,57696000
2010-04-19,18.000000,18.160000,18.000000,18.129999,13.226232,33946800
2010-04-20,18.163334,18.273333,18.126667,18.173332,13.257851,27276900
2010-04-21,18.146667,18.190001,18.059999,18.156668,13.245696,34497900
2010-04-22,18.123333,18.216667,18.049999,18.163334,13.250557,32763600
2010-04-23,18.156668,18.203333,17.973333,18.176666,13.260283,49787400
2010-04-26,18.176666,18.233334,18.003332,18.013332,13.141125,44253000
2010-04-27,17.866667,18.139999,17.843332,18.013332,13.141125,57523800
2010-04-28,17.973333,18.033333,17.840000,17.870001,13.036565,44712600
2010-04-29,17.886667,18.076668,17.850000,17.900000,13.058446,39960000
2010-04-30,17.940001,18.049999,17.879999,17.879999,13.043859,48838200
2010-05-03,17.959999,17.983334,17.823334,17.913334,13.068172,36903000
2010-05-04,17.863333,18.190001,17.850000,18.006666,13.136259,56012700
2010-05-05,18.036667,18.316668,17.940001,18.256666,13.318643,49829700
2010-05-06,18.116667,18.260000,17.176666,17.743334,12.944158,72202500
2010-05-07,17.680000,17.873333,17.266666,17.466667,12.742323,86835300
2010-05-10,17.686666,17.746668,17.276667,17.526667,12.786088,81270900
2010-05-11,17.450001,17.590000,17.389999,17.486668,12.756911,58869900
2010-05-12,17.500000,17.520000,17.376667,17.493334,12.835911,40830300
2010-05-13,17.543333,17.656668,17.453333,17.466667,12.816348,37374000
2010-05-14,17.469999,17.566668,17.340000,17.373333,12.747858,55944900
2010-05-17,17.469999,17.639999,17.346666,17.576668,12.897059,50836200
2010-05-18,17.773333,18.150000,17.733334,17.903334,13.136755,96683100
2010-05-19,17.843332,17.920000,17.596666,17.680000,12.972880,61256100
2010-05-20,17.456667,17.653334,17.100000,17.100000,12.547301,81768000
2010-05-21,16.910000,17.123333,16.836666,17.123333,12.564420,73645800
2010-05-24,17.013332,17.180000,16.966667,17.000000,12.473922,40673400
2010-05-25,16.750000,16.833332,16.666668,16.760000,12.297819,72187200
2010-05-26,16.786667,16.866667,16.670000,16.673332,12.234225,57234300
2010-05-27,16.840000,16.910000,16.773333,16.900000,12.400550,41941200
2010-05-28,16.916668,16.976667,16.833332,16.853333,12.366304,42058500
2010-06-01,16.933332,17.170000,16.840000,16.973333,12.454358,48160800
2010-06-02,17.076668,17.246668,17.006666,17.240000,12.650026,40997400
2010-06-03,17.243334,17.360001,17.160000,17.240000,12.650026,31527300
2010-06-04,17.136667,17.233334,16.740000,16.799999,12.327173,72125700
2010-06-07,16.820000,17.123333,16.773333,16.913334,12.410330,58501800
2010-06-08,16.930000,16.993334,16.843332,16.926666,12.420113,60946500
2010-06-09,16.986668,17.120001,16.863333,16.996668,12.471475,49592700
2010-06-10,17.070000,17.226667,17.020000,17.073334,12.527732,47551500
2010-06-11,16.990000,17.090000,16.850000,16.953333,12.439683,42082200
2010-06-14,17.036667,17.153334,16.963333,17.080000,12.532625,41700300
2010-06-15,17.066668,17.216667,17.020000,17.213333,12.630459,42932400
2010-06-16,17.166668,17.193333,16.973333,16.993334,12.469029,47702100
2010-06-17,17.016666,17.163334,16.986668,17.136667,12.574203,38001900
2010-06-18,17.136667,17.303333,17.136667,17.183332,12.608448,76277400
2010-06-21,17.236668,17.293333,16.903334,17.006666,12.478817,43965600
2010-06-22,17.023333,17.156668,16.866667,16.893333,12.395657,40974600
2010-06-23,16.920000,17.013332,16.799999,16.936666,12.427452,47837700
2010-06-24,16.910000,16.943333,16.650000,16.676666,12.236674,44457600
2010-06-25,16.650000,16.733334,16.266666,16.266666,11.935830,135999600
2010-06-28,16.353333,16.590000,16.336666,16.523333,12.124163,44091600
2010-06-29,16.389999,16.420000,16.143333,16.299999,11.960290,61052400
2010-06-30,16.320000,16.323334,16.003332,16.023333,11.757286,55166400
2010-07-01,16.033333,16.136667,15.923333,16.113333,11.823319,54343200
2010-07-02,16.146667,16.146667,15.946667,16.000000,11.740163,40743900
2010-07-06,16.446667,16.480000,16.086666,16.190001,11.879576,54676800
2010-07-07,16.219999,16.323334,16.053333,16.306667,11.965184,48528600
2010-07-08,16.440001,16.440001,16.263332,16.393333,12.028776,37950000
2010-07-09,16.416668,16.516666,16.383333,16.476667,12.089922,34821600
2010-07-12,16.593332,16.776667,16.559999,16.706667,12.258684,40322700
2010-07-13,16.783333,16.896667,16.700001,16.846666,12.361415,39659400
2010-07-14,16.683332,16.786667,16.680000,16.783333,12.314940,32124900
2010-07-15,16.780001,16.813334,16.636667,16.803333,12.329618,36766800
2010-07-16,16.716667,16.776667,16.506666,16.556667,12.148623,47766600
2010-07-19,16.573334,16.603333,16.363333,16.506666,12.111934,35688000
2010-07-20,16.420000,17.010000,16.420000,16.959999,12.444575,48851700
2010-07-21,17.000000,17.000000,16.703333,16.783333,12.314940,36933300
2010-07-22,16.850000,17.030001,16.836666,16.953333,12.439683,35952600
2010-07-23,16.969999,17.270000,16.966667,17.223333,12.637797,39139200
2010-07-26,17.223333,17.223333,16.969999,17.043333,12.505722,42336300
2010-07-27,16.933332,17.100000,16.886667,16.986668,12.464139,36885600
2010-07-28,16.933332,17.129999,16.933332,17.043333,12.505722,27985500
2010-07-29,17.076668,17.260000,16.933332,17.020000,12.488601,28891500
2010-07-30,16.870001,17.083332,16.833332,17.063334,12.520394,40654200
2010-08-02,17.183332,17.233334,16.983334,17.136667,12.574203,41583000
2010-08-03,17.083332,17.216667,17.010000,17.096666,12.544850,32005800
2010-08-04,17.013332,17.236668,17.003332,17.200001,12.620675,24206700
2010-08-05,17.213333,17.223333,17.073334,17.206667,12.625567,22317000
2010-08-06,17.139999,17.263332,17.036667,17.263332,12.667145,24810900
2010-08-09,17.276667,17.446667,17.266666,17.353333,12.733187,24796200
2010-08-10,17.303333,17.493334,17.230000,17.406668,12.772321,26537400
2010-08-11,17.206667,17.206667,16.993334,17.006666,12.551644,33918900
2010-08-12,16.853333,16.926666,16.670000,16.809999,12.406497,38390700
2010-08-13,16.776667,16.913334,16.666668,16.799999,12.399117,30285900
2010-08-16,16.723333,16.856667,16.686666,16.803333,12.401577,28946100
2010-08-17,16.930000,17.206667,16.886667,17.006666,12.551644,48946500
2010-08-18,17.000000,17.106667,16.873333,16.953333,12.512284,47235000
2010-08-19,16.900000,16.986668,16.666668,16.686666,12.315475,46902300
2010-08-20,16.723333,16.823334,16.676666,16.740000,12.354832,35105100
2010-08-23,16.856667,17.166668,16.796667,17.046667,12.581168,43973400
2010-08-24,16.889999,17.240000,16.866667,17.100000,12.620530,50102400
2010-08-25,17.083332,17.263332,17.030001,17.183332,12.682034,44527200
2010-08-26,17.206667,17.206667,16.916668,16.990000,12.539341,35696100
2010-08-27,17.006666,17.083332,16.906668,17.000000,12.546722,35805000
2010-08-30,17.006666,17.083332,16.843332,16.850000,12.436021,25507500
2010-08-31,16.836666,17.033333,16.706667,16.713333,12.335154,76078200
2010-09-01,16.830000,17.143333,16.820000,17.066668,12.595925,40294500
2010-09-02,17.040001,17.270000,17.040001,17.253332,12.733693,33618300
2010-09-03,17.286667,17.363333,17.183332,17.346666,12.802581,28839300
2010-09-07,17.356667,17.520000,17.280001,17.286667,12.758297,31751400
2010-09-08,17.296667,17.326668,17.173332,17.276667,12.750917,26880000
2010-09-09,17.353333,17.366667,17.280001,17.303333,12.770595,21869100
2010-09-10,17.299999,17.356667,17.240000,17.323334,12.785357,24481200
2010-09-13,17.416668,17.490000,17.336666,17.403334,12.844403,23604000
2010-09-14,17.386667,17.676666,17.383333,17.553333,12.955108,33604200
2010-09-15,17.490000,17.700001,17.469999,17.620001,13.004308,30594300
2010-09-16,17.553333,17.760000,17.516666,17.716667,13.075653,32228100
2010-09-17,17.723333,17.776667,17.626667,17.670000,13.041216,62399400
2010-09-20,17.700001,17.889999,17.696667,17.846666,13.171597,27780300
2010-09-21,17.840000,17.986668,17.773333,17.856667,13.178983,28275300
2010-09-22,17.840000,18.000000,17.816668,17.940001,13.240482,29730000
2010-09-23,17.910000,17.973333,17.843332,17.883333,13.198661,21873600
2010-09-24,17.983334,18.129999,17.946667,18.026667,13.304451,29305200
2010-09-27,17.969999,18.003332,17.823334,17.826668,13.156841,25986600
2010-09-28,17.843332,17.996668,17.683332,17.940001,13.240482,33441900
2010-09-29,17.933332,17.936666,17.703333,17.783333,13.124859,29592300
2010-09-30,17.843332,17.996668,17.713333,17.840000,13.166680,32703000
2010-10-01,17.866667,17.873333,17.733334,17.786667,13.127314,24688200
2010-10-04,17.780001,17.900000,17.713333,17.856667,13.178983,21427500
2010-10-05,17.980000,18.083332,17.943333,18.000000,13.284768,30648000
2010-10-06,17.973333,18.209999,17.966667,18.186666,13.422537,31241400
2010-10-07,18.219999,18.273333,18.013332,18.120001,13.373338,23309400
2010-10-08,18.116667,18.196667,18.006666,18.136667,13.385633,26380800
2010-10-11,18.173332,18.246668,18.143333,18.203333,13.434834,21111900
2010-10-12,18.150000,18.150000,17.916668,17.973333,13.265089,45104400
2010-10-13,18.059999,18.173332,17.910000,17.940001,13.240482,40840800
2010-10-14,17.956667,17.956667,17.643333,17.750000,13.100252,46640700
2010-10-15,17.786667,17.860001,17.673332,17.783333,13.124859,37677000
2010-10-18,17.750000,17.966667,17.750000,17.920000,13.225723,27689700
2010-10-19,17.816668,17.920000,17.709999,17.773333,13.117479,30675000
2010-10-20,17.763332,17.946667,17.750000,17.823334,13.154380,29226900
2010-10-21,17.896667,18.113333,17.863333,18.010000,13.292146,28806600
2010-10-22,17.986668,18.033333,17.953333,18.020000,13.299523,17386500
2010-10-25,18.059999,18.133333,17.966667,17.983334,13.272470,23889300
2010-10-26,17.946667,18.243334,17.943333,18.186666,13.422537,30880800
2010-10-27,18.080000,18.209999,17.850000,17.956667,13.252786,39060900
2010-10-28,18.063334,18.076668,17.863333,18.026667,13.304451,24550800
2010-10-29,18.013332,18.196667,17.870001,18.056667,13.326588,24098700
2010-11-01,18.016666,18.166668,18.006666,18.103333,13.361027,24622500
2010-11-02,18.183332,18.330000,18.163334,18.263332,13.479115,26547600
2010-11-03,18.256666,18.316668,18.073334,18.303333,13.508639,27567600
2010-11-04,18.333332,18.500000,18.316668,18.453333,13.619345,39740400
2010-11-05,18.483334,18.573334,18.299999,18.400000,13.579979,30784200
2010-11-08,18.303333,18.360001,18.170000,18.303333,13.508639,29823300
2010-11-09,18.360001,18.403334,18.276667,18.350000,13.543080,30141300
2010-11-10,18.253332,18.253332,18.030001,18.170000,13.410234,33710700
2010-11-11,18.173332,18.173332,17.986668,18.113333,13.368411,37698300
2010-11-12,18.033333,18.113333,17.953333,18.043333,13.316751,32033400
2010-11-15,18.056667,18.116667,17.956667,17.983334,13.272470,34378500
2010-11-16,18.190001,18.450001,18.080000,18.086666,13.348734,70665600
2010-11-17,18.116667,18.146667,17.853333,17.923332,13.228183,43514100
2010-11-18,18.046667,18.216667,17.966667,17.993334,13.279847,34761900
2010-11-19,18.033333,18.150000,17.983334,18.129999,13.380714,30922500
2010-11-22,18.066668,18.200001,17.973333,18.126667,13.378258,28505400
2010-11-23,18.066668,18.086666,17.853333,17.889999,13.203581,41554200
2010-11-24,17.913334,18.059999,17.913334,18.003332,13.287225,30937200
2010-11-26,17.896667,17.976667,17.856667,17.913334,13.220805,12465000
2010-11-29,17.883333,17.973333,17.809999,17.950001,13.247864,32362800
2010-11-30,17.920000,18.143333,17.866667,18.030001,13.306910,52670700
2010-12-01,18.139999,18.283333,18.129999,18.233334,13.456975,53648700
2010-12-02,18.236668,18.299999,18.126667,18.250000,13.469276,47324700
2010-12-03,18.209999,18.253332,18.103333,18.206667,13.437294,30290700
2010-12-06,18.293333,18.313334,18.156668,18.163334,13.405315,25898700
2010-12-07,18.180000,18.446667,18.180000,18.363333,13.552920,47679900
2010-12-08,18.286667,18.316668,18.150000,18.163334,13.479455,37439100
2010-12-09,18.240000,18.256666,18.106667,18.113333,13.442343,32198400
2010-12-10,18.103333,18.133333,18.046667,18.093332,13.427505,36149700
2010-12-13,18.103333,18.133333,18.000000,18.070000,13.410188,33975600
2010-12-14,18.033333,18.193333,18.006666,18.150000,13.469556,32238600
2010-12-15,18.076668,18.113333,18.013332,18.076668,13.415134,31650600
2010-12-16,18.030001,18.209999,18.000000,18.209999,13.514082,37005900
2010-12-17,18.226667,18.250000,18.126667,18.136667,13.459663,64686600
2010-12-20,18.186666,18.186666,17.870001,17.923332,13.301339,40846800
2010-12-21,17.920000,17.953333,17.879999,17.883333,13.271654,24875700
2010-12-22,17.863333,17.883333,17.719999,17.770000,13.187551,34376400
2010-12-23,17.723333,17.896667,17.713333,17.866667,13.259293,27185100
2010-12-27,17.853333,17.910000,17.743334,17.856667,13.251869,17628600
2010-12-28,17.876667,17.976667,17.836666,17.913334,13.293918,20367300
2010-12-29,17.856667,18.086666,17.856667,18.026667,13.378028,22886100
2010-12-30,18.000000,18.063334,17.946667,18.023333,13.375559,18911400
2010-12-31,17.990000,18.083332,17.930000,17.976667,13.340922,21281700
2011-01-03,18.076668,18.266666,18.049999,18.186666,13.496771,42894900
2011-01-04,18.203333,18.293333,18.093332,18.256666,13.548716,36463200
2011-01-05,18.250000,18.356667,18.106667,18.136667,13.459663,42646800
2011-01-06,18.103333,18.126667,17.926666,17.986668,13.348339,46756500
2011-01-07,17.963333,18.049999,17.920000,18.026667,13.378028,23905800
2011-01-10,17.883333,18.036667,17.846666,17.910000,13.291447,31437900
2011-01-11,17.983334,18.173332,17.910000,18.096666,13.429977,36070200
2011-01-12,18.173332,18.440001,18.113333,18.283333,13.568510,40659900
2011-01-13,18.233334,18.453333,18.230000,18.263332,13.553665,38596800
2011-01-14,18.243334,18.330000,18.139999,18.270000,13.558612,27856800
2011-01-18,18.370001,18.466667,18.250000,18.379999,13.640244,31602600
2011-01-19,18.346666,18.383333,18.236668,18.343332,13.613032,29685000
2011-01-20,18.373333,18.756666,18.373333,18.663334,13.850517,58837500
2011-01-21,18.716667,18.746668,18.459999,18.576668,13.786201,38876400
2011-01-24,18.463333,18.683332,18.433332,18.683332,13.865355,33222600
2011-01-25,18.706667,19.096666,18.600000,19.086666,14.164682,61443300
2011-01-26,19.129999,19.250000,19.000000,19.106667,14.179524,39633600
2011-01-27,19.153334,19.263332,19.006666,19.190001,14.241364,30519600
2011-01-28,19.230000,19.299999,18.833332,18.900000,14.026149,43794600
2011-01-31,18.816668,18.853333,18.566668,18.690001,13.870303,47065500
2011-02-01,18.790001,18.860001,18.636667,18.776667,13.934624,38554800
2011-02-02,18.719999,18.726667,18.549999,18.620001,13.818358,42115800
2011-02-03,18.639999,18.680000,18.463333,18.639999,13.833200,33850800
2011-02-04,18.680000,18.700001,18.556667,18.676666,13.860409,21318000
2011-02-07,18.690001,18.746668,18.610001,18.690001,13.870303,20162100
2011-02-08,18.700001,18.823334,18.650000,18.793333,13.946990,26458200
2011-02-09,18.753332,18.910000,18.700001,18.910000,14.033576,25743900
2011-02-10,18.716667,18.719999,18.433332,18.530001,13.751563,47286000
2011-02-11,18.510000,18.626667,18.436666,18.563334,13.776299,28747500
2011-02-14,18.420000,18.436666,18.223333,18.266666,13.556137,48821700
2011-02-15,18.260000,18.350000,18.170000,18.316668,13.593247,33992100
2011-02-16,18.299999,18.400000,18.143333,18.183332,13.494293,46191300
2011-02-17,18.173332,18.299999,18.116667,18.250000,13.543773,25617000
2011-02-18,18.226667,18.523333,18.166668,18.459999,13.699615,59923800
2011-02-22,17.936666,18.003332,17.650000,17.889999,13.276604,86089800
2011-02-23,17.820000,17.866667,17.633333,17.676666,13.118286,60355800
2011-02-24,17.709999,17.723333,17.293333,17.363333,12.885754,70616100
2011-02-25,17.363333,17.389999,17.173332,17.250000,12.801643,60968400
2011-02-28,17.250000,17.476667,17.226667,17.326668,12.858542,53704500
2011-03-01,17.386667,17.533333,17.316668,17.356667,12.880804,52932000
2011-03-02,17.423332,17.456667,17.240000,17.323334,12.856068,33432600
2011-03-03,17.396667,17.423332,17.233334,17.336666,12.865967,37542000
2011-03-04,17.466667,17.496668,17.243334,17.356667,12.880804,47178000
2011-03-07,17.420000,17.430000,17.250000,17.340000,12.868438,39093600
2011-03-08,17.366667,17.513332,17.336666,17.480000,12.972332,35746500
2011-03-09,17.423332,17.613333,17.406668,17.556667,13.120551,34149000
2011-03-10,17.450001,17.959999,17.420000,17.549999,13.115572,54933900
2011-03-11,17.546667,17.650000,17.379999,17.530001,13.100626,43617900
2011-03-14,17.450001,17.506666,17.353333,17.440001,13.033362,30649200
2011-03-15,17.256666,17.450001,17.126667,17.353333,12.968597,41569800
2011-03-16,17.173332,17.290001,16.990000,17.126667,12.799203,49214400
2011-03-17,17.246668,17.290001,17.013332,17.123333,12.796710,32648100
2011-03-18,17.209999,17.296667,17.083332,17.173332,12.834080,35415600
2011-03-21,17.243334,17.333332,17.226667,17.306667,12.933722,26150100
2011-03-22,17.323334,17.379999,17.263332,17.333332,12.953649,25284000
2011-03-23,17.283333,17.293333,17.126667,17.213333,12.863971,40587000
2011-03-24,17.276667,17.650000,17.256666,17.530001,13.100626,45207900
2011-03-25,17.520000,17.556667,17.426666,17.450001,13.040839,22837800
2011-03-28,17.436666,17.500000,17.336666,17.396667,13.000979,25064100
2011-03-29,17.350000,17.459999,17.346666,17.420000,13.018416,26129100
2011-03-30,17.510000,17.580000,17.360001,17.453333,13.043326,25660200
2011-03-31,17.383333,17.440001,17.296667,17.350000,12.966106,32699100
2011-04-01,17.416668,17.453333,17.306667,17.376667,12.986035,23879700
2011-04-04,17.436666,17.610001,17.353333,17.549999,13.115572,27660300
2011-04-05,17.566668,17.730000,17.556667,17.580000,13.137992,26605200
2011-04-06,17.556667,17.736668,17.556667,17.660000,13.197775,25095300
2011-04-07,17.616667,17.746668,17.583332,17.666668,13.202760,36501300
2011-04-08,17.670000,17.716667,17.423332,17.513332,13.088164,29199900
2011-04-11,17.513332,17.639999,17.466667,17.606667,13.157915,22400100
2011-04-12,17.563334,17.916668,17.556667,17.840000,13.332296,40248900
2011-04-13,17.906668,17.986668,17.833332,17.876667,13.359701,25788900
2011-04-14,17.826668,17.913334,17.740000,17.833332,13.327312,22244400
2011-04-15,17.850000,17.896667,17.766666,17.850000,13.339773,26143800
2011-04-18,17.693333,17.883333,17.636667,17.770000,13.279984,28522200
2011-04-19,17.753332,17.823334,17.700001,17.783333,13.289948,18443400
2011-04-20,17.916668,17.983334,17.879999,17.896667,13.374642,22202400
2011-04-21,17.940001,17.976667,17.806667,17.860001,13.347239,17559900
2011-04-25,17.866667,17.886667,17.743334,17.790001,13.294931,17441400
2011-04-26,17.796667,18.076668,17.760000,17.969999,13.429447,35973600
2011-04-27,17.959999,18.203333,17.959999,18.139999,13.556491,29148300
2011-04-28,18.096666,18.266666,18.093332,18.230000,13.623755,29473800
2011-04-29,18.136667,18.386667,18.110001,18.326668,13.695993,29445600
2011-05-02,18.360001,18.360001,18.223333,18.346666,13.710941,24530100
2011-05-03,18.360001,18.590000,18.320000,18.486668,13.815568,33367800
2011-05-04,18.436666,18.596666,18.400000,18.456667,13.793147,24491400
2011-05-05,18.383333,18.533333,18.296667,18.356667,13.718417,33390300
2011-05-06,18.433332,18.516666,18.286667,18.340000,13.705962,24127800
2011-05-09,18.323334,18.453333,18.233334,18.366667,13.725890,19639500
2011-05-10,18.383333,18.533333,18.366667,18.510000,13.833004,26265300
2011-05-11,18.370001,18.536667,18.346666,18.389999,13.834253,28266600
2011-05-12,18.413334,18.610001,18.303333,18.573334,13.972174,26850000
2011-05-13,18.590000,18.676666,18.446667,18.573334,13.972174,26857500
2011-05-16,18.536667,18.823334,18.493334,18.686666,14.057434,42520500
2011-05-17,18.520000,18.763332,18.413334,18.513332,13.927038,43771500
2011-05-18,18.500000,18.513332,18.316668,18.393333,13.836767,34248300
2011-05-19,18.410000,18.533333,18.346666,18.493334,13.911990,23075400
2011-05-20,18.516666,18.563334,18.393333,18.430000,13.864349,26396700
2011-05-23,18.330000,18.500000,18.330000,18.406668,13.846795,22018200
2011-05-24,18.413334,18.436666,18.203333,18.260000,13.736465,36721800
2011-05-25,18.209999,18.233334,18.066668,18.186666,13.681293,30593400
2011-05-26,18.176666,18.233334,18.063334,18.206667,13.696345,17315100
2011-05-27,18.250000,18.363333,18.206667,18.233334,13.716406,15946500
2011-05-31,18.293333,18.406668,18.270000,18.406668,13.846795,26703300
2011-06-01,18.326668,18.389999,18.083332,18.100000,13.616103,33544800
2011-06-02,18.070000,18.070000,17.716667,17.850000,13.428034,44354700
2011-06-03,17.716667,17.950001,17.680000,17.886667,13.455616,39862200
2011-06-06,17.953333,18.063334,17.833332,17.920000,13.480689,33726900
2011-06-07,17.980000,18.100000,17.923332,17.943333,13.498241,29724900
2011-06-08,17.870001,17.973333,17.809999,17.896667,13.463135,34981800
2011-06-09,17.910000,18.076668,17.870001,17.873333,13.445586,34022400
2011-06-10,17.889999,17.946667,17.563334,17.573334,13.219907,43756200
2011-06-13,17.636667,17.750000,17.526667,17.540001,13.194829,37635300
2011-06-14,17.620001,17.753332,17.590000,17.636667,13.267546,26392200
2011-06-15,17.546667,17.546667,17.263332,17.440001,13.119600,45972000
2011-06-16,17.486668,17.656668,17.400000,17.610001,13.247486,35231100
2011-06-17,17.686666,17.763332,17.606667,17.606667,13.244976,61692900
2011-06-20,17.566668,17.833332,17.566668,17.680000,13.300150,45594300
2011-06-21,17.700001,17.763332,17.583332,17.763332,13.362835,32673000
2011-06-22,17.700001,17.763332,17.610001,17.670000,13.292625,31747500
2011-06-23,17.786667,17.900000,17.556667,17.763332,13.362835,54463200
2011-06-24,17.730000,17.806667,17.450001,17.469999,13.142167,62301300
2011-06-27,17.440001,17.586666,17.423332,17.430000,13.112078,30501000
2011-06-28,17.480000,17.510000,17.379999,17.510000,13.172257,32963100
2011-06-29,17.540001,17.596666,17.476667,17.546667,13.199843,26600400
2011-06-30,17.553333,17.719999,17.516666,17.713333,13.325221,29952900
2011-07-01,17.730000,17.883333,17.666668,17.836666,13.417999,28439400
2011-07-05,17.780001,17.853333,17.673332,17.796667,13.387909,27637500
2011-07-06,17.809999,17.983334,17.809999,17.906668,13.470660,24234600
2011-07-07,18.190001,18.270000,18.063334,18.163334,13.663743,38460900
2011-07-08,18.083332,18.106667,17.923332,18.026667,13.560929,27399900
2011-07-11,17.940001,18.026667,17.900000,17.956667,13.508275,22645200
2011-07-12,17.953333,18.139999,17.920000,17.980000,13.525826,28457100
2011-07-13,18.023333,18.090000,17.946667,18.006666,13.545889,30460200
2011-07-14,17.840000,17.900000,17.793333,17.876667,13.448092,46566300
2011-07-15,17.910000,17.990000,17.820000,17.876667,13.448092,30550500
